JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
2455038.7833,1.989,0.002,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2186; D(B-V)=0.495;,1,1.550,Z,6.456,4.219,,ALF UMI,,STD,,,,
2455039.6537,1.961,0.004,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2528; D(B-V)=0.495;,1,1.573,Z,6.456,4.253,,ALF UMI,,STD,,,,
2455044.6257,1.979,0.004,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2658; D(B-V)=0.495;,1,1.576,Z,6.456,4.266,,ALF UMI,,STD,,,,
2455046.6528,2.010,0.013,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2410; D(B-V)=0.495;,1,1.570,Z,6.456,4.241,,ALF UMI,,STD,,,,
2455052.6861,1.982,0.003,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2164; D(B-V)=0.495;,1,1.561,Z,6.456,4.216,,ALF UMI,,STD,,,,
2455053.6604,2.022,0.004,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.1994; D(B-V)=0.495;,1,1.565,Z,6.456,4.199,,ALF UMI,,STD,,,,
2455056.6556,1.967,0.002,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2240; D(B-V)=0.495;,1,1.565,Z,6.456,4.224,,ALF UMI,,STD,,,,
2455076.6880,1.990,0.012,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2593; D(B-V)=0.495;,1,1.549,Z,6.456,4.259,,ALF UMI,,STD,,,,
2455091.6368,1.969,0.003,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2376; D(B-V)=0.495;,1,1.551,Z,6.456,4.238,,ALF UMI,,STD,,,,
2455109.6542,2.000,0.006,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2335; D(B-V)=0.495;,1,1.541,Z,6.456,4.234,,ALF UMI,,STD,,,,
2455110.5773,1.985,0.005,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2396; D(B-V)=0.495;,1,1.552,Z,6.456,4.240,,ALF UMI,,STD,,,,
2455124.7306,1.999,0.003,,V,WI,,SAO 209,SAO 181,PEP,PEPHQ; CHECK: 4.2277; D(B-V)=0.495;,1,1.533,Z,6.456,4.228,,ALF UMI,,STD,,,,
2455471.39792,2.1,,,Vis.,RJG,,18,21,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2455471.39931,2.1,,,Vis.,CAI,,18,21,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2456109.47569,2.1,,,Vis.,RJG,,18,21,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2456109.47917,2.1,,,Vis.,CAI,,21,29,SAA2001,,,,Z,,,,ALF UMI,AAVSO,STD,,,,
2456193.83542,2.045,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456193.83542,2.628,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456193.83750,1.415,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456194.56597,1.400,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456194.56944,2.022,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456194.56944,2.605,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456194.75069,1.387,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456194.75417,2.010,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456194.75417,2.586,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456194.92708,1.384,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456194.93056,1.999,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456194.93056,2.566,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,0,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456195.58403,1.380,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456195.58750,1.983,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456195.58750,2.548,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456196.55833,1.374,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456196.56181,1.991,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456196.56181,2.570,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456196.74861,1.385,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456196.75278,1.993,,,V,CQJ,U,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,alf UMi,AAVSO,STD,,,,
2456196.75278,2.563,,,B,CQJ,U,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,alf UMi,AAVSO,STD,,,,
2456197.90139,1.398,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456197.90486,2.028,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456197.90486,2.616,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456198.56181,1.399,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456198.56528,2.019,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456198.56528,2.612,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456198.74861,1.403,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456198.75139,2.015,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456198.75139,2.594,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456198.92639,1.371,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456198.92986,2.005,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456198.92986,2.586,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456199.55486,1.368,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456199.55764,1.990,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,alf UMi,AAVSO,STD,,,,
2456199.55764,2.561,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,alf UMi,AAVSO,STD,,,,
2456199.74097,1.371,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456199.74444,1.984,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456199.74444,2.542,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456199.92153,1.366,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456199.92500,1.973,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,alf UMi,AAVSO,STD,,,,
2456199.92500,2.551,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456200.55764,1.378,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456200.56111,2.000,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,alf UMi,AAVSO,STD,,,,
2456200.56111,2.590,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,alf UMi,AAVSO,STD,,,,
2456200.72431,1.384,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456200.74167,2.016,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456200.74167,2.593,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456200.92778,1.399,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456200.93125,2.003,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456200.93125,2.610,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456204.54167,1.364,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,alf UMi,AAVSO,STD,,,,
2456204.54444,2.004,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,alf UMi,AAVSO,STD,,,,
2456204.54444,2.569,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,alf UMi,AAVSO,STD,,,,
2456206.54236,1.381,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456206.54583,2.015,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456206.54583,2.599,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456206.72917,1.387,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456206.73264,2.013,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456206.73264,2.592,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456206.92986,1.381,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456206.93333,1.997,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp&nbsp;star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456206.93333,2.574,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456208.54375,1.365,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456208.54722,1.987,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456208.54722,2.559,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456208.73056,1.369,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456208.73333,1.993,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456208.73333,2.578,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456208.93056,1.355,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456208.93333,2.006,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456208.93333,2.581,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456211.53611,1.357,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456211.53958,1.971,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456211.53958,2.530,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456211.74097,1.365,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456211.74444,1.974,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456211.74444,2.534,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456211.94931,1.361,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456211.95278,1.967,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456211.95278,2.528,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,alf UMi,AAVSO,STD,,,,
2456213.52153,1.399,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456213.52778,2.025,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456213.52778,2.633,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456215.53403,1.353,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456215.53750,1.967,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456215.53750,2.538,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456215.73889,1.356,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456215.74236,1.962,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456215.74236,2.536,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456215.94306,1.364,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456215.94722,1.968,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456215.94722,2.540,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456216.51389,1.396,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456216.51389,2.000,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456216.51389,2.576,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456217.52569,1.393,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456217.52917,2.026,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456217.52917,2.623,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456220.66181,1.371,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456220.66458,1.997,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456220.66458,2.574,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456221.51944,1.386,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,alf UMi,AAVSO,STD,,,,
2456221.52292,2.031,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456221.52292,2.624,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456221.71111,1.398,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456221.71458,2.032,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456221.71458,2.617,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456221.95000,1.400,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456221.95347,2.028,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456221.95347,2.613,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456229.51389,1.410,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456229.51736,2.039,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456229.51736,2.643,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456229.80764,1.414,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456229.81042,2.046,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456229.81042,2.630,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456230.83472,1.406,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456230.83819,1.994,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456230.83819,2.574,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456231.51319,1.372,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456231.51736,1.980,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456231.51736,2.544,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456231.73264,1.359,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456231.73611,1.990,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456231.73611,2.552,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456231.95208,1.371,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456231.95556,1.971,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456231.95556,2.551,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456232.51458,1.368,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456232.51875,2.000,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456232.51875,2.582,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456232.76250,2.014,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456232.76250,2.609,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456232.76528,1.389,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456237.51944,1.400,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,alf UMi,AAVSO,STD,,,,
2456237.52222,2.037,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456237.52222,2.641,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456240.50833,1.380,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456240.51181,2.006,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
2456240.51181,2.578,,,B,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,5.460,5.810,,ALF UMI,AAVSO,STD,,,,
2456240.74931,1.385,,,I,CQJ,,000-BBC-403,,8841QP,,1,,Z,3.130,,,ALF UMI,AAVSO,STD,,,,
2456240.75208,2.008,,,V,CQJ,,000-BBC-403,000-BCR-552,8841QP, 	The check star is actually a 2nd comp star. ,1,,Z,4.250,5.580,,ALF UMI,AAVSO,STD,,,,
